bids_subject	activity_acute_left-DLPFC	activity_acute_left-IFGorb	activity_acute_left-PTL	activity_acute_left-SMA	activity_acute_right-DLPFC	activity_acute_right-IFGorb	activity_subacute_left-DLPFC	activity_subacute_left-IFGorb	activity_subacute_left-PTL	activity_subacute_left-SMA	activity_subacute_right-DLPFC	activity_subacute_right-IFGorb	activity_early-chronic_left-DLPFC	activity_early-chronic_left-IFGorb	activity_early-chronic_left-PTL	activity_early-chronic_left-SMA	activity_early-chronic_right-DLPFC	activity_early-chronic_right-IFGorb	
sub-34	0.12267137313136134	0.25239789537217355	-0.019180104153527857	0.4151352048431109	0.05911999453062048	0.1156612129869848	0.28930033412774037	0.747479214745017	-0.16731217414559213	0.4104107348996581	-0.09649499362981796	0.4243385290511379	0.019074578778811326	-0.05700478309259588	0.1505495613339442	0.14212871034919175	0.4345471888060957	0.029796042168988943	
sub-35	0.6382745941976082	1.2502480423429436	-0.12869439861218035	1.0191565620015917	0.46225568786297705	0.8948629956609768	0.44272416745681975	0.39762864581237284	-0.24036307836997675	0.2976957072133082	-0.4047997130557248	-0.11797411716543249	0.2800403617060076	0.5916220454729103	-0.20948956674832986	0.7857446817417755	-0.12580026807748523	0.5921538529987268	
sub-36	0.08822057375195655	-0.04808444751274833	-0.13267039018689103	-0.021525137732798384	-0.08386811998798036	-0.049819245523705515	-0.06490038580776733	-0.05487950333279958	-0.12969047881218473	0.06336460109498776	-0.1828354660422522	0.16115001318721742	0.10038387382354155	0.0700887343253356	-0.44021498050616453	0.05616404057042478	0.026514889851193133	0.2623492058460172	
sub-37	0.23415337495790065	0.4887949548997227	0.3482101847802444	0.30260185658685596	0.09970662034263615	0.4195147150323934	-0.2610892760592016	0.05797413983691011	0.10028858364820677	0.10296630141673731	0.22962189479174192	0.3650629923434641	0.47159904317550455	1.149363642225837	0.3476743630238832	0.9143740090885797	0.559567076211939	0.6266313899953909	
sub-38	0.005907714914709912	-0.12213521479427736	-0.06731657263757684	0.003773661938983146	0.02506640179349783	-0.09472711479447822	0.0036836273327673823	0.15262046766936835	-0.20257450016325004	0.019670968218522048	0.1040124291886534	0.07709819595213427	0.002960303293723697	0.4293839599848499	-0.028261661011884306	-0.0002935340891746993	0.08053220719019324	0.4562401872049342	
sub-39	-0.00029533898432302215	-0.2093889628208364	0.26524097550143705	0.0	-9.562377339736017e-06	-0.07603583813892542	0.0030718436765387047	0.7516045502419694	0.06916277173104356	0.0	-5.068775755088869e-05	0.2898645502468172	0.002411996703394181	0.4433475688438944	0.024164549866471402	-0.011108346567470112	0.010364731245379117	0.26612030857467295	
sub-40	-0.0022113029129195174	0.009967812753931568	0.017162921535321975	0.0	-0.002975226118618748	0.2782479998571423	0.22586650987642135	0.17556724210551347	-0.04658178215232314	-0.009323423793905395	0.17242196650648167	0.3701142100322053	0.13692197158563132	-0.1736874676342016	-0.03591321087236925	0.565406796470644	0.3021683824987686	0.33700596404849975	
sub-41	0.43043975908665316	0.11626385024030345	0.9297578188091075	1.1211830405196652	0.836409373818468	0.48545098870757575	4.0389672473238664e-05	-0.058911256553516464	0.22438433377291866	-0.0002343433393555122	0.03671501202442321	0.33771238454080627	0.25402356917579993	0.31155254211493305	0.5409470399834364	0.6492034504637193	0.7366194138140644	0.1927672483038577	
sub-42	-0.06187595558762461	-0.01732766624831235	0.0004362221107602155	0.12208594092030844	0.3927421138692269	0.04657234034550656	0.005147608338175062	0.01571313557129654	-0.07262650984284529	-0.29964639408918015	-0.4893954854378497	0.04216658970666733	0.06279238843404907	-0.1467176464421841	-0.23514934028233936	0.06662868230959082	0.3168190704111015	-0.09078608362527414	
sub-43	0.3582491208601921	0.4165137063025191	-0.026254261916043187	0.5930292189389516	0.6588467454267088	0.36188464777774604	-0.22673266122926394	0.02931562916235875	-0.3040272903997285	-0.35786509990116727	-0.5383418835902657	-0.022610289395786954	0.2646281345482217	0.3955678050714574	-0.3077342697805524	0.1363422638834309	-0.3263495197097699	-0.09921555419040527	
sub-44	-0.3674741676301795	0.2130625209184856	-0.024093497387957928	-0.20205535617024548	0.343335306933422	0.0558005499483434	-0.019951874139448524	0.09363628930977363	0.020865435364859818	-0.038729768912451605	0.5518326917981385	0.023733303147750198	-0.16620496790814654	0.009958502809870592	-0.10403379422941039	-0.35438019537068344	0.037354343305833614	-0.07393238412064868	
sub-45	-0.04099819611732574	-0.04365531915137226	0.07437101986710128	0.01969676063559288	0.06364650571982337	-0.02295525813371077	-0.20724181433466812	0.2128137829662714	-0.17027423778916864	-0.0337296046675426	-0.28038129769338394	-0.055327838537297766	-0.1390879607281916	0.45261020215461417	0.15595895135108664	0.24852192365660042	0.35979815103171464	0.3975313315936754	
sub-46	0.07275932849692777	0.01060400720848795	-0.06024120822687247	0.23960103411968842	-0.18541678828756905	0.07087313904348097	-0.0928451060050624	0.5431227467406685	-0.005065936764461129	-0.2144615456581564	0.3688959067639804	0.031162957771560414	-0.5704012484630446	-0.42525721306809056	-0.5532646232521655	-1.4136985514204128	-0.33611254534337487	-0.16072977965146196	
sub-47	0.5715299773211463	0.539494568438109	0.5634061572339291	1.1822553371640954	0.41728573579799	-0.0831995177731495	-0.5895659381185512	-0.7105252519587963	-0.2729812796146564	-0.8044105040927407	-0.5290597987341444	-0.9435460917422058	0.42468937421279773	-0.2526342746857888	-0.0918577752589123	0.2731101752668566	0.6014529428854704	-0.2624806198157893	
